id	name	purpose	parent	dependencies	interfaces	implementation_files	tests	benchmarks	score_0_100	status	version	evidence	provenance	last_verified	aliases
CANON-0044	CATASTROPHIC FORGETTING PROTECTION	Use:	DOMAIN-MEMORY	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6557	2026-09-02	SECTION-44
CANON-0045	DEVELOPMENTAL LEARNING	Genesis begins immature.	DOMAIN-DEVELOPMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6574	2026-09-02	SECTION-45
CANON-0046	PLAY	Low-risk exploration and play must be possible.	DOMAIN-DEVELOPMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6599	2026-09-02	SECTION-46
CANON-0047	PARENTING / TEACHING	Parents can teach children after birth.	DOMAIN-DEVELOPMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6618	2026-09-02	SECTION-47
CANON-0048	DIGITAL DNA	Preserve the three-strand architecture already specified:	DOMAIN-GENETICS	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6636	2026-09-02	SECTION-48
CANON-0049	RNA / EXPRESSION	Genome must operate through expression rather than directly hard-coding every active behaviour.	DOMAIN-GENETICS	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6653	2026-09-02	SECTION-49
CANON-0050	TWO-PARENT REPRODUCTION	Support:	DOMAIN-GENETICS	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6672	2026-09-02	SECTION-50
CANON-0051	IDENTITY TYPES	Explicitly distinguish:	DOMAIN-IDENTITY	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6692	2026-09-02	SECTION-51
CANON-0052	DEVELOPMENTAL HISTORY	Record:	DOMAIN-DEVELOPMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6709	2026-09-02	SECTION-52
CANON-0053	DIGITAL CELLS	Implement generic computational cells from which tissues can form.	DOMAIN-ORGANISM	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6727	2026-09-02	SECTION-53
CANON-0054	DIGITAL TISSUES	Cells compose into functional groups.	DOMAIN-ORGANISM	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6748	2026-09-02	SECTION-54
CANON-0055	ORGAN SYSTEM	Tissues compose into organs.	DOMAIN-ORGANISM	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6766	2026-09-02	SECTION-55
CANON-0056	REPAIR	Support:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6787	2026-09-02	SECTION-56
CANON-0057	CONTROLLED CELL DEATH / RECYCLING	Defective/unneeded cells may be removed without destroying the organism.	DOMAIN-ORGANISM	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6804	2026-09-02	SECTION-57
CANON-0058	DIGITAL IMMUNE SYSTEM	Detect:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6812	2026-09-02	SECTION-58
CANON-0059	SECURITY	Implement:	DOMAIN-SECURITY	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6842	2026-09-02	SECTION-59
CANON-0060	PERMISSION ≠ VALUES	Separate:	DOMAIN-AFFECT-SOCIAL	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6865	2026-09-02	SECTION-60
CANON-0061	CONSEQUENCE MODEL	Before consequential action consider:	DOMAIN-AFFECT-SOCIAL	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6885	2026-09-02	SECTION-61
CANON-0062	GOALS	Support:	DOMAIN-AFFECT-SOCIAL	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6904	2026-09-02	SECTION-62
CANON-0063	PLANNING	Planner performs:	DOMAIN-AFFECT-SOCIAL	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6921	2026-09-02	SECTION-63
CANON-0064	SOCIAL COGNITION	Persistent models of people/agents may contain:	DOMAIN-COGNITION	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6940	2026-09-02	SECTION-64
CANON-0065	THEORY OF MIND	Model separately:	DOMAIN-AFFECT-SOCIAL	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6958	2026-09-02	SECTION-65
CANON-0066	LANGUAGE-INDEPENDENT INTERNAL REPRESENTATION	Genesis's thinking should not have to be stored entirely as English sentences.	DOMAIN-GENETICS	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6972	2026-09-02	SECTION-66
CANON-0067	LANGUAGE SYSTEM	Support:	DOMAIN-PERCEPTION	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:6995	2026-09-02	SECTION-67
CANON-0068	FULL-DUPLEX SPEECH	Genesis should eventually:	DOMAIN-PERCEPTION	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7016	2026-09-02	SECTION-68
CANON-0069	VOICE IDENTITY	Persistent voice model includes:	DOMAIN-IDENTITY	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7033	2026-09-02	SECTION-69
CANON-0070	VISION	Vision pipeline:	DOMAIN-PERCEPTION	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7051	2026-09-02	SECTION-70
CANON-0071	AUDITION	Audio pipeline:	DOMAIN-PERCEPTION	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7072	2026-09-02	SECTION-71
CANON-0072	OTHER DIGITAL SENSES	Support adapters for:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7090	2026-09-02	SECTION-72
CANON-0073	BODY SCHEMA	Genesis maintains an internal model of its embodiment.	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7112	2026-09-02	SECTION-73
CANON-0074	PROPRIOCEPTION	Genesis knows where its shell/body parts are without constantly requiring camera vision.	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7132	2026-09-02	SECTION-74
CANON-0075	NOCICEPTION / DAMAGE SIGNALS	Create non-suffering engineering damage signals:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7142	2026-09-02	SECTION-75
CANON-0076	AVATAR	Maintain a complete virtual body even if only head/shoulders are normally visible.	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7161	2026-09-02	SECTION-76
CANON-0077	ROBOT SHELL INTERFACE	Robot body must expose capabilities dynamically.	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7193	2026-09-02	SECTION-77
CANON-0078	MOTOR CONTROL STACK	Use hierarchy:	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7218	2026-09-02	SECTION-78
CANON-0079	REFLEXES	Some actions bypass expensive reasoning.	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7236	2026-09-02	SECTION-79
CANON-0080	MULTI-RATE ARCHITECTURE	Different systems operate at different rates.	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7252	2026-09-02	SECTION-80
CANON-0081	HYBRID AI SUBSTRATE	Do not force one model architecture into every organ.	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7272	2026-09-02	SECTION-81
CANON-0082	BYTE / TOKEN-FREE RESEARCH	Maintain experimental support for byte-native processing and dynamic patching.	DOMAIN-RESEARCH	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7299	2026-09-02	SECTION-82
CANON-0083	PRECISION ENGINE	Allow module-specific numerical precision:	DOMAIN-COMPUTE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7307	2026-09-02	SECTION-83
CANON-0084	PHOTONIC / SUPERFLUID-LIGHT RESEARCH BACKEND	Create:	DOMAIN-RESEARCH	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7325	2026-09-02	SECTION-84
CANON-0085	NEUROMORPHIC BACKEND	Create interface for:	DOMAIN-COGNITION	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7350	2026-09-02	SECTION-85
CANON-0086	HARDWARE ABSTRACTION	At boot profile:	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7363	2026-09-02	SECTION-86
CANON-0087	ADAPTIVE QUALITY	Under resource pressure Genesis may:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7387	2026-09-02	SECTION-87
CANON-0088	RESOURCE BUDGET	Every organ declares:	DOMAIN-RUNTIME	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7405	2026-09-02	SECTION-88
CANON-0089	DIGITAL HOMEOSTASIS	Monitor target operating ranges and correct deviations.	DOMAIN-RUNTIME	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7421	2026-09-02	SECTION-89
CANON-0090	KNOWLEDGE GRAPH	Maintain explicit entities and relations alongside neural memory.	DOMAIN-MEMORY	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7427	2026-09-02	SECTION-90
CANON-0091	MATHEMATICS ENGINE	Support:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7464	2026-09-02	SECTION-91
CANON-0092	SCIENTIFIC METHOD ENGINE	Permanent cycle:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7486	2026-09-02	SECTION-92
CANON-0093	CODE INTELLIGENCE ORGAN	Genesis eventually needs native software-engineering competence:	DOMAIN-ORGANISM	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7509	2026-09-02	SECTION-93
CANON-0094	SKILL SYSTEM	A skill contains:	DOMAIN-TOOLS	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7531	2026-09-02	SECTION-94
CANON-0095	MASTER ORGANISM + SPECIALIST AGENTS	Genesis is one primary identity.	DOMAIN-ORGANISM	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7551	2026-09-02	SECTION-95
CANON-0096	AGENT LIFECYCLE	requested	DOMAIN-TOOLS	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7574	2026-09-02	SECTION-96
CANON-0097	HIVE / DISTRIBUTED COGNITION	Future Genesis may distribute computation across:	DOMAIN-COGNITION	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7593	2026-09-02	SECTION-97
CANON-0098	SELF-IMPROVEMENT	Never modify live Genesis blindly.	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7613	2026-09-02	SECTION-98
CANON-0099	SHADOW MODE	Candidate system B receives the same relevant inputs as production system A but cannot take live action.	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7646	2026-09-02	SECTION-99
CANON-0100	DIGITAL TWIN	Major changes are first tested against an isolated clone of relevant state.	DOMAIN-GENETICS	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7656	2026-09-02	SECTION-100
CANON-0101	RESEARCH WATCHER	Monitor authorized public information sources for:	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7664	2026-09-02	SECTION-101
CANON-0102	GENERAL INSPIRATION WATCHER	Maintain a separate inspiration system for:	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7689	2026-09-02	SECTION-102
CANON-0103	THREE-TIER SOURCE CLASSIFICATION	Everything examined is classified:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7719	2026-09-02	SECTION-103
CANON-0104	INSPIRATION / PRIOR-ART REGISTRY	Create a permanent registry.	DOMAIN-ENGINEERING	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7737	2026-09-02	SECTION-104
CANON-0105	INITIAL FICTION / MEDIA RESEARCH SEEDS	Do not copy characters or copyrighted implementations.	DOMAIN-RESEARCH	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7763	2026-09-02	SECTION-105
CANON-0106	TRON ABSTRACTION	Useful design questions:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7832	2026-09-02	SECTION-106
CANON-0107	GHOST IN THE SHELL ABSTRACTION	Useful questions:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7850	2026-09-02	SECTION-107
CANON-0108	DATA ABSTRACTION	Useful questions:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7868	2026-09-02	SECTION-108
CANON-0109	BORG ABSTRACTION	Useful questions:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7887	2026-09-02	SECTION-109
CANON-0110	ROBOTICS RESEARCH	Continuously examine humanoid and non-humanoid robotics for:	DOMAIN-EMBODIMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7913	2026-09-02	SECTION-110
CANON-0111	OPERATING MODES	Support:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7939	2026-09-02	SECTION-111
CANON-0112	INTERRUPTION	High-priority stimuli can suspend:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7964	2026-09-02	SECTION-112
CANON-0113	AUTOBIOGRAPHY	Genesis should eventually be able to reconstruct its history:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:7980	2026-09-02	SECTION-113
CANON-0114	PERSONAL DEVELOPMENT	Personality must not simply be one fixed prompt.	DOMAIN-DEVELOPMENT	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8001	2026-09-02	SECTION-114
CANON-0115	EMOTION / AFFECT	Base dimensions include:	DOMAIN-AFFECT-SOCIAL	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8022	2026-09-02	SECTION-115
CANON-0116	EMOTIONAL REGULATION	Support:	DOMAIN-AFFECT-SOCIAL	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8042	2026-09-02	SECTION-116
CANON-0117	MOTIVATION / DRIVES	Digital drives may include:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8059	2026-09-02	SECTION-117
CANON-0118	NO FAKE HUMAN BIOLOGY	Do not artificially add hunger, pain, hormones, sex drive or illness merely because humans have them.	DOMAIN-RUNTIME	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8080	2026-09-02	SECTION-118
CANON-0119	EXPERIENCE	Any meaningful interaction can become experience.	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8088	2026-09-02	SECTION-119
CANON-0120	REALITY / IMAGINATION FIREWALL	Hard invariant:	DOMAIN-COGNITION	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8108	2026-09-02	SECTION-120
CANON-0121	PROVENANCE	Every significant item should ultimately answer:	DOMAIN-ENGINEERING	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8122	2026-09-02	SECTION-121
CANON-0122	APPEND-ONLY LIFE LEDGER	Track important lifecycle events.	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8136	2026-09-02	SECTION-122
CANON-0123	FORMAL INVARIANTS	Examples:	DOMAIN-GOVERNANCE	-	-	-	-	-	0	DISCOVERED	1.0.0	-	docs/specifications/source/genesis.txt:8146	2026-09-02	SECTION-123
