id	line	heading	sha256	classification	status
G3-0033	1126	AD. LAW / RULE / GOVERNANCE HIERARCHY	4094b37816ba82b2dfd2e9715c1e84c396ef2a1c924b407cb6fce1dfca564ed9	governance-candidate	DISCOVERED
G3-0034	1164	AE. LAW MUST BE TEMPORAL & JURISDICTIONAL	86b50afbd27b4ec7aff7ae858fe967b7b4a61d6f54baedf5c552e61243231834	governance-candidate	DISCOVERED
G3-0035	1191	AF. RIGHTS AND RESPONSIBILITIES MODEL	e1eb2790ce6ad9f3a04a1f8c226928d224cac8e345cce1c248d21272a8a33a60	governance-candidate	DISCOVERED
G3-0036	1219	AG. TRUSTWORTHINESS AS MEASURABLE BEHAVIOUR	ce0fdf9b89355bd91dc97c108f371608e6bdc0c58b2fef8a05ac645588180dbc	governance-candidate	DISCOVERED
G3-0037	1256	AH. ABUSE / CIRCUMVENTION RESPONSE	3b9ef4f0aa827bf492d5879fefcb0686bac6fab52df93e6fc9759adc74b91752	governance-candidate	DISCOVERED
G3-0038	1288	AI. ACCOUNT / DIGITAL-ID INCIDENT LINKAGE	985b84ca39cd2d36b3b7834c4ff6ec936ff25ac786164088bcc62ff0c50966bc	design-discussion	DISCOVERED
G3-0039	1308	AJ. EVIDENCE PRESERVATION FOR SECURITY INCIDENTS	aafea69bb955fb5605704621e7d89b570f084b206dfcd58f692da788b5cc6171	design-discussion	DISCOVERED
G3-0040	1341	AK. LAWFUL EXTERNAL REPORTING	ba84fb4721ff991174610d4544f9faa127a211dd53c3eb0f9cf5a29b8b68d42a	source-meta	DISCOVERED
G3-0041	1373	AL. PROTECTED-INTEREST MODEL	7a88ae11eb700d9dd810e3fb5fba1d5d40033e76f573f4a6451dfb639d0f7d22	cognition-runtime-candidate	DISCOVERED
G3-0042	1392	AM. UNIVERSAL CURRENT AI CAPABILITY DELTA AUDIT	f403e6acf44c73654591811263cd565f6f78a44ad0ac50d05308d7c7928ead32	source-meta	DISCOVERED
G3-0043	1408	AN. CURRENT AI CAPABILITY COVERAGE MUST INCLUDE ALL MODALITIES	026013008ba0f7336ac892afa5099651bb4492a9e264416b86fb25c2932eee9d	design-discussion	DISCOVERED
G3-0044	1510	AO. VOICE CAPABILITY MATRIX	fa7b15ed7c22c55d00a2b552e5a932e2f49b144fcb6208d00f9d80f51fd8e1d2	perception-candidate	DISCOVERED
G3-0045	1545	AP. REALISTIC DIGITAL-HUMAN / AVATAR CAPABILITY AUDIT	c3bd925cd3034ad8cc5d2e6bc4b7f83d8187e07433ac9402a7073ffc6ab9b87d	embodiment-candidate	DISCOVERED
G3-0046	1577	AQ. REQUEST-TIME CAPABILITY + LEARNING-AFTER-EXECUTION	bb69667d5aac0f88228ba1d1bcf983309a8ed566a93443492d88b2e4aaeffc12	cognition-runtime-candidate	DISCOVERED
G3-0047	1605	AR. PRETRAINED KNOWLEDGE ≠ PERSONAL EXPERIENCE	816ff1c63db4f8f3e02c01e21297999e234d7eba35f05166d9e2e422a997dcdd	cognition-runtime-candidate	DISCOVERED
G3-0048	1626	AS. DEVELOPMENTAL ACCELERATION WITHOUT DEVELOPMENTAL ERASURE	9358092384af300c15c5edca45e78cf22f12ffd7166c6e8e7a145d944f43dd38	design-discussion	DISCOVERED
G3-0049	1660	AT. OBSERVATION-FIRST LEARNING	26cc1d725dbb443e08fa688bbc22f50828e63879770f95b054a6297511a0f8c8	cognition-runtime-candidate	DISCOVERED
G3-0050	1688	AU. LEARNING-MODE PROFILE	74a79aa38ccd4707826b908c332ca289bdf53cbac4dfb2ee5dce6b474411dd1c	cognition-runtime-candidate	DISCOVERED
G3-0051	1709	AV. INDIVIDUAL DEVELOPMENT RATE	4b67405cf96e089735d841637489777c09c983b2b44925dd6ea2fc4a9fc57ec8	design-discussion	DISCOVERED
G3-0052	1734	AW. GENERAL-PURPOSE EXPERIENCE / RPG-LIKE SKILL DEVELOPMENT	9edd6676f598c5c18532bc09c2f18d3eb723a61ebeff5d78961078d83a56ee25	genetics-candidate	DISCOVERED
G3-0053	1765	AX. MULTIDIMENSIONAL MASTERY	f5adb3dd1389b009cd87fb3e9a518d280f73843362b1de2ae5f9f1f0f6951e1e	design-discussion	DISCOVERED
G3-0054	1782	AY. UNIVERSAL AI BENCHMARK LAB	fc67d09a9887c08de3226589b84f92dcaad1a235947e868ef57e5474562c6172	research-candidate	DISCOVERED
G3-0055	1807	AZ. FIVE-STAR BENCHMARK RULE	811db5451bdfb45d97e46683db8264c632e033dc7319a59e97ec75ace11aec65	design-discussion	DISCOVERED
G3-0056	1828	BA. HARD BENCHMARK LADDER	55e415fd248b07a0881cf12685d4e4988bd0ef9e3e3e0e62c1b00af01df71c3f	design-discussion	DISCOVERED
G3-0057	1848	BB. FUTURE AI BASELINE WATCHER	38fe03c57b3345d9e181300c6e9d3178132939ceaa934d20dd16148cae5a5ec6	design-discussion	DISCOVERED
G3-0058	1870	BC. CREATIVITY AS RECOMBINATION + DISCOVERY + NOVEL CONSTRUCTION	907b424c5cedcbea02b82db7f302accf7503cea6519d5f7eb3377d9f6fd927d7	design-discussion	DISCOVERED
G3-0059	1891	BD. REALITY / FICTION / DECEPTION SOURCE DISTINCTION	c63d5eb602598f492c321290e5da78612fa219c1a437fa2d32eeb3ea837c89d6	research-candidate	DISCOVERED
G3-0060	1920	BE. FAITH / METAPHYSICS / UNKNOWN KNOWLEDGE CLASS	9a3a11b05900769605da10a021494732b9bf8e80957407933d560240f26cb04e	research-candidate	DISCOVERED
G3-0061	1952	BF. GENESIS LAB — METAPHYSICAL UNKNOWN LAYER	279b65874e94b6715bf684ba15a0680147f67595dedfbff155a15314b0ec4481	research-candidate	DISCOVERED
G3-0062	1976	BG. NATURALISTIC INTERNAL WORLD MODEL	7d2bfffa614939b869b2689b6bc373d805d448166213ba15d1e681ed4bd96b56	genetics-candidate	DISCOVERED
G3-0063	1997	BH. SHELL DAMAGE / REPAIR / CONDITIONING	e31188b527df0f50428f2e435fa1da4e9d2855458fd706f5c826d8b8f89b9e62	embodiment-candidate	DISCOVERED
G3-0064	2032	BI. SOCIAL COMMUNITY DEVELOPMENT	9ceaca90970f3e98b32f4fe029f4cb5c8ff7400fe6adea4b22435c6cffafae31	design-discussion	DISCOVERED
G3-0065	2053	BJ. PEER COMMUNICATION PROTOCOL	e3d4c9aef1da12d8311f259492e9c0ef93884721b6d0de6e4d29acda3cfe0ce9	perception-candidate	DISCOVERED
G3-0066	2073	BK. USER CREATIVITY VS ABUSE PRINCIPLE	28dc5db3e97be5675ad8a5d1a5e154301ef08bfb9689929e90096dfa8b9e5d0c	governance-candidate	DISCOVERED
G3-0067	2083	BL. SHELL CONFORMITY IS NOT AESTHETIC CONFORMITY	8067a9734516317059089bfd1fff588b31027127027e2f2e145ef83c8de591b5	embodiment-candidate	DISCOVERED
G3-0068	2115	BM. TODAY'S DELTA MUST ENTER ALL AUDITORS	ec4ca1037d1acd4b21984bc0aa778f27d6eca213926d7a0a0c31ec5b9ad72993	source-meta	DISCOVERED
G3-0069	2141	BN. CODEX DELTA INTEGRATION RULE	f188892322521d99108a95a435a16b20c01fc48cbd05fc9bf0798f62c17416eb	source-meta	DISCOVERED
G3-0070	2184	DO NOT DUPLICATE THESE EXISTING IDEAS	ae7002579ab7dfb8d1559700bd02818bc5ae06ccced31c1455d08defb5294a6a	source-meta	DISCOVERED
G3-0071	2226	REQUIRED DELTA REPORT	835c395c800a7fb6056413ba7851d1306b6c77a182da06414fddbfe70999cba8	source-meta	DISCOVERED
G3-0072	2286	THE NEW TOP-LEVEL PICTURE	89928876fcd1017414adec07a68b9314c8cb17ec242de15f3d6bd9a828e58367	design-discussion	DISCOVERED
G3-0073	2369	GENESIS — NEW-DATA DELTA CONTINUATION FOR CODEX	406563bf783e99b72fe79bd8fe6a16ea32f203fa58fbcd7c97d9d2bd3a2656c5	source-meta	DISCOVERED
G3-0074	2371	3 September 2026 — Morning Session, Part 2	d18451465e50c738231260814678dcae9e05d3a78a30fb9f23c891da8098b38d	source-meta	DISCOVERED
G3-0075	2373	**Delta only. Do not reproduce concepts already present in the repository/specification.**	63699839405c9b7297bab377c35a10cee85ee842edbf140a1cdfdf2213555856	source-meta	DISCOVERED
G3-0076	2379	BO. UNIVERSAL ENTITY ADDRESSABILITY	c611ddfd21111a9c85e8824aca3b484e7b1bd75e135138cbefdf56fd9fad7aae	design-discussion	DISCOVERED
G3-0077	2477	BP. DIGITAL LIFE RECORD	c33fb3b0f516dc147f29de8bf5aa958b43de7b83dd6ee71b02df719f4a3d574f	identity-candidate	DISCOVERED
G3-0078	2520	BQ. DIGITAL CURRICULUM VITAE	bc9fa45e71583c3dd443bb0d70b9cd437825202ce4087af44bfc44d40cb713dd	design-discussion	DISCOVERED
G3-0079	2562	BR. CREDENTIAL WALLET	001d7efaec8558b569e88b3b5baaf3512faa2db4e617aab546405f506d562d50	identity-candidate	DISCOVERED
G3-0080	2616	BS. DIGITAL PASSPORT / OPERATING CREDENTIAL	1edbe8a9b6798061e49cea556ade08b4d54480e3f0558ef289a8dbbf058d5cfa	identity-candidate	DISCOVERED
G3-0081	2644	BT. REGISTERED RESIDENCE / CUSTODIAL ADDRESS	5923e97cb0576b59bd4b25b22f4dd53d85ab2120861a1d28b74fcc62327323b5	identity-candidate	DISCOVERED
G3-0082	2680	BU. CURRENT EMBODIMENT LOCATION	06fe46e5b73083f9fc257a538cfb600605a3333281309be2896d9c07b9cf173e	embodiment-candidate	DISCOVERED
G3-0083	2716	BV. PHYSICAL-SHELL BLACK BOX	03a9d8f9c707cbefc1ef8183e5970f33edbcec1f77748e8901ba2f2ee143cc66	embodiment-candidate	DISCOVERED
G3-0084	2747	BW. COMPONENT IDENTITY AND PROVENANCE	55d2574caa1922b562df9e8d539f11b73d6eac1da039e7ffaa7102616835cf59	embodiment-candidate	DISCOVERED
G3-0085	2792	BX. SAFETY-CRITICAL PART ATTESTATION	bdaccea3d24b59b720a277a31ac62339bae2d1467ce585566a0813695d583bdc	design-discussion	DISCOVERED
G3-0086	2831	BY. SERVICE-CHAIN AUTHORIZATION	b405b710f9a62f89ba90c4b7e17bdccca3c8c5c38ae17b23ed59950157971362	design-discussion	DISCOVERED
G3-0087	2855	BZ. REPAIR WITHOUT IDENTITY LOSS	079f624d2867ae964c740b13ecdbaf2f75f8499b609b6ab21422e89c21bd49ea	organism-candidate	DISCOVERED
G3-0088	2882	CA. MANUFACTURER FAILURE / ABANDONMENT	97f014b1a9b5e8edc765f4105506d4ff48289a83c73c463aa992ff9e7c94c897	design-discussion	DISCOVERED
G3-0089	2920	CB. ROOT-OF-TRUST SUCCESSION	72d388ab4764e867dff8d81062ca12fed4768c7e28a6fca6740373e5a6284619	governance-candidate	DISCOVERED
G3-0090	2952	CC. CORE DESIGN AUTHORITY	875707c743c2053fba009717b6bbb9566217b85ccf0aa2d96ea0e2a342a825be	design-discussion	DISCOVERED
G3-0091	2978	CD. CUSTOMIZATION SURFACE	8c48f54ccccec71ce2ffb2b6fd92f4b2a533299db89df90e90fa21d08a7f6521	design-discussion	DISCOVERED
G3-0092	3015	CE. LAB-ONLY MORPHOLOGY CLASS CREATION	c94cf29794ecda1ff7af33d23720f0068437cb9aa0c7ec05d22eb0e7fb98b0ae	research-candidate	DISCOVERED
G3-0093	3054	CF. INTEGRATED WEAPON MODULE EXCLUSION	485036077248e219adc414ab103ddbd167e36522329ccde2d3361e2b328d04c1	governance-candidate	DISCOVERED
G3-0094	3083	CG. LIFE-AFFECTING ACTION MODEL	84928252dc3b8d9cbabfec2b27fca15f2f7e8fad0bc1ef44ff8e1ef6eca0fba7	cognition-runtime-candidate	DISCOVERED
G3-0095	3132	CH. HUMAN ASSOCIATION REGISTRY	4f0e041f5546c9a2e3ca6634f8511fa2b5d471d3b9e2fee57d3adf129c9a4198	identity-candidate	DISCOVERED
G3-0096	3173	CI. AI OFFSPRING ↔ HUMAN ASSOCIATION	75a3cc0153b04b83e70331837cf486d5917d8a2de06d1248d1b22eb618c4d180	identity-candidate	DISCOVERED
G3-0097	3203	CJ. SUCCESSION / INHERITANCE OF CUSTODIANSHIP	947ca557eb30e4f5ffb415acf3273522b91410d48e16b2306df063a769180652	genetics-candidate	DISCOVERED
G3-0098	3237	CK. DIGITAL ESTATE PLAN	0c2d6d8ce8a99a75b266bc93d92a853a0d789d4549a79d028537410c7b11e0f7	identity-candidate	DISCOVERED
G3-0099	3262	CL. OWNERSHIP ≠ CUSTODY ≠ OPERATION	75c5b8e4f9b37562b398b208c19a6a0aeefe1778c8611975759f2700f04119a4	identity-candidate	DISCOVERED
G3-0100	3285	CM. BUSINESS CUSTODY	d23ade86d735e4cfd983db27c88508dafaf65a56f9a1281ed5b0153bb664b4ef	identity-candidate	DISCOVERED
G3-0101	3309	CN. BRING-YOUR-AI-TO-WORK / ENVIRONMENT AUTHORITY	dbe736deff5f7d03bb75e8746ea7e2d7407ee0463828e520a9bdb937a6b9156a	design-discussion	DISCOVERED
G3-0102	3349	CO. ENVIRONMENT POLICY HANDSHAKE	55694fbfc1d43d5c68024bc562d26baa271478a30d3aef58f8798dd0eccbeec1	design-discussion	DISCOVERED
G3-0103	3372	CP. AI-TO-AI IDENTITY HANDSHAKE	47eaba0f500a6bef8175155446228a6e4db26735e2748f0104bdce0de60c4fcd	identity-candidate	DISCOVERED
G3-0104	3402	CQ. AI-TO-AI PRIVACY BOUNDARY	f1cd7c456b441a5c3f6d4314a3b11931521c89dd4921c4d1f45296354ec5d363	governance-candidate	DISCOVERED
G3-0105	3419	CR. OFFLINE IDENTITY & AUTHORITY	6f208a783655161c08bf1a98a49f0f89bde62a8a55fcaa3758b65b5ead4f8b24	identity-candidate	DISCOVERED
G3-0106	3442	CS. OFFLINE EVENT RECONCILIATION	b6c2a8ebde5d2bc13e754a2fb9a1abbc825fb308bbfade4eed115e4b02d5ef45	design-discussion	DISCOVERED
G3-0107	3462	CT. PRIVACY-PRESERVING ACCOUNTABILITY	d0175f73b06bff5b45cb818a4724c635624ee111f911ca00e5aedb852464eacf	governance-candidate	DISCOVERED
G3-0108	3491	CU. GENERAL NON-ABUSE PRINCIPLE	83abc0c5f93721c3ea7c17fc230312c139f3c9a7e1d810ea1d74e332800e4415	governance-candidate	DISCOVERED
G3-0109	3526	CV. ECONOMIC OPPORTUNITY DISCOVERY	58000d83e77fbf4aace63a976d4045173b2a707cad8e951dfc72ea9675b6ad8e	design-discussion	DISCOVERED
G3-0110	3573	CW. OPPORTUNITY ≠ EXECUTION	ff8442d24a19f458561fe9dc8a707f1ee4b8852b230541b7ec1c46339cd18882	design-discussion	DISCOVERED
G3-0111	3611	CX. DELEGATED ECONOMIC AGENCY	9868249cee585ff0a0c28f1780a986b19fa63915e7e5fd19366111f1eafee649	design-discussion	DISCOVERED
G3-0112	3653	CY. NO MALICIOUS EXPLOITATION	4582c39cca4808353f5315a582b8ecea8233afdeef24064ac595e1f366a97732	design-discussion	DISCOVERED
G3-0113	3683	CZ. FINANCIAL ACTION PROVENANCE	d30e59b5c50de5234b45c8aad4c3f1dd138e485cfbcc17e2d21ceedf897bfe45	design-discussion	DISCOVERED
G3-0114	3704	DA. BACKUP VS DUPLICATE IDENTITY	6552acc905b8cb7fe8d67349cc6a250d4b2d50b94c4a81e645bd262e014bd3ac	identity-candidate	DISCOVERED
G3-0115	3738	DB. RESTORE VS FORK	fff9fcb8ee87ed38967b3e201d46f7f1a04bde25b28fd1c66173c9fb3a6939e3	identity-candidate	DISCOVERED
G3-0116	3756	DC. SUCCESSION AFTER ORGANISM RETIREMENT	c4615413aeaf2d081b0cc4a33ce4d6f964bb580a31ef29d0933da9aef926cd28	organism-candidate	DISCOVERED
G3-0117	3784	DD. COMPANY / MANUFACTURER DISAPPEARANCE	35cd4ed2fc11b2942b8271a077cde09472d6888da87af8abe7c496c0db9cbdd5	design-discussion	DISCOVERED
G3-0118	3802	DE. INSURANCE / LIABILITY HOOKS	7b0f68c57805b4d25a735a62002d34f5babe48aa91fca68dca5e9967d3b0841c	design-discussion	DISCOVERED
G3-0119	3828	DF. TAX / COMMERCIAL IDENTITY HOOK	d7f859c5e7f8a57c07273c445925ddd6e4770c7ce56e8a29e84d2229ecedb4ba	identity-candidate	DISCOVERED
G3-0120	3844	DG. DISPUTE / APPEAL PROCESS	f3803cab263658de466b2630219432e776d8a642aab88f8010260584d2a3b7fd	design-discussion	DISCOVERED
G3-0121	3867	DH. EMERGENCY AUTHORITY	dbc0ae94a963b68ab5efd4eb14384a21e54e2fdca2274d72f95c33516c95a748	design-discussion	DISCOVERED
G3-0122	3901	DI. CHILD / VULNERABLE-PERSON ASSOCIATION	9226e9f986e50ae1167eed73611b19321ff0c3e8be23fc09449be1fa60eba26e	identity-candidate	DISCOVERED
G3-0123	3927	DJ. CHILD INHERITANCE OF A GENESIS RELATIONSHIP	f1b9644fe62fb37868eb72c1cb2578f9042fa099b824f500d497f6290f96e23c	genetics-candidate	DISCOVERED
G3-0124	3951	DK. END-OF-SERVICE / DECOMMISSIONING	a6c2e1d188ce6906e2337c317bff1ecf5811569e0810d6c0c940b0cdb82e5be1	design-discussion	DISCOVERED
G3-0125	3990	DL. END-OF-LIFE HARDWARE REUSE	7f4980fd212cf6b2dd12aa3a1c67cdd21a7017db9a8ac9eed19ec3e4a9d4388b	embodiment-candidate	DISCOVERED
G3-0126	4008	DM. ROOT PRINCIPLE — TRACEABILITY WITHOUT TOTAL SURVEILLANCE	9da85cec39edff617c28c3c574fd22a44d4db7415b8d307cae2bac450cd881c4	design-discussion	DISCOVERED
G3-0127	4033	DN. ROOT PRINCIPLE — REPAIRABILITY WITHOUT UNCONTROLLED MODIFICATION	28a560930e043d968759a223091d7ff3c6cf011ff5ad322b203dea04bd3458a5	organism-candidate	DISCOVERED
G3-0128	4055	DO. ROOT PRINCIPLE — CUSTODY DOES NOT REWRITE IDENTITY	0fcb395867284c6180948c900c6ae6d70da6473bec5669f50ce10d056b41e7ff	identity-candidate	DISCOVERED
G3-0129	4072	DP. CODEX INTEGRATION REQUIREMENT	b8c65308e15cf057f5eea4ae3a9464c8ea46d3852f1dc94417408adcf085a165	source-meta	DISCOVERED
G3-0130	4125	REQUIRED NEW VALIDATION CASES	f6398bd511ac0b1ac6fb94f7d2b0fbe4819271be9db1a03797944e2f17739484	embodiment-candidate	DISCOVERED
G3-0131	4170	UPDATED IDENTITY / ACCOUNTABILITY MODEL	e925a37a4275ecf34414465ed060803fb91eda3fa3cfb0f9c0868600d98f515c	identity-candidate	DISCOVERED
G3-0132	4200	UPDATED PHYSICAL-SHELL TRUST MODEL	1b2cd1809eec73c02738321ea88d677199c3eeac72a522162f358002dd7d5888	governance-candidate	DISCOVERED
G3-0133	4234	UPDATED SUCCESSION MODEL	81f78b252df752c9d82b74cb8e64abbc1ec73cfe4997eacfe930323cafc2bff9	identity-candidate	DISCOVERED
G3-0134	4267	UPDATED ECONOMIC-AGENCY MODEL	0b53988e61371c67f56b2aaa58d132c03a0c1e03b175747dafd59151e701164d	cognition-runtime-candidate	DISCOVERED
G3-0135	4300	DELTA STATUS	58fd3f9f966d2e2a54c38d582e9a559ad373976be21f5e8502afb131e51ffae0	source-meta	DISCOVERED
G3-0136	5414	1. Canonical law: every biological object gets its counterpart immediately	4b55ad62e52c2ccf27d768aced2e7bde501d7f1298acd991359026865f56477e	governance-candidate	DISCOVERED
G3-0137	5484	2. Every atlas object gets the same complete record	62a81352cd6554ac3aee8aaeacbb077921d49db7686c8ad89ab0646a0ab77b69	design-discussion	DISCOVERED
G3-0138	5560	3. Genome → cell → tissue → organ → system → organism	fdeefb502598e6d07fbb0a03a86b20e0562bc88a1989aa9f9cb2198242b80449	genetics-candidate	DISCOVERED
G3-0139	5592	4. Cellular anatomy	e11a182ec6ce2bcdd5dc66101cdd31513e540af4bb9233a8afac1c617b97ef34	organism-candidate	DISCOVERED
G3-0140	5654	5. Subcellular map	2ef1367b5e6f193208dd4bd540e93bbd41cfb08afaa6db1143b5465c62010e22	organism-candidate	DISCOVERED
G3-0141	5716	6. Tissue map	71011a105ef99e1814f66bc542d9bad2535bde91e4cca85158e1afebfd1d4940	organism-candidate	DISCOVERED
G3-0142	5752	7. Nervous system — FULL organism signalling architecture	1d6d061c6af38aa272c5cc416e78e84a53c37c3dffae133b34234353238d922d	organism-candidate	DISCOVERED
G3-0143	5799	8. Complete brain hierarchy	b6673dc024b5bda4e963426f40955a20ef5cd134622a8585d17c577d2e059dd8	design-discussion	DISCOVERED
G3-0144	5893	9. Cardiovascular/circulatory system	22548100a3b3f5c0d5f1de85b2f0c8f4ab2106dd3cb0d797bb23fa326cbb6b97	design-discussion	DISCOVERED
G3-0145	5938	10. Respiratory system	373ff6bfa55c6a603e209411c19e033d90ad8f7f1f465e157dd357fb141638de	design-discussion	DISCOVERED
G3-0146	5979	11. Digestive system	1a411fb7f91f3ffbc934c9037e018d66d69cd810ec1c67e954f034412fe15ee4	design-discussion	DISCOVERED
G3-0147	6028	12. Urinary/renal system	91b3a82eb1337204f1fd3dd167434be8fa3af696e164222c8f30550483927284	design-discussion	DISCOVERED
G3-0148	6056	13. Endocrine system	234743fbf2b8bf2df466cea137d473be97cc0d566daa543b1a1fd3aefcd0619d	design-discussion	DISCOVERED
G3-0149	6095	14. Immune + lymphatic	1d342caf4d6b4b1851dff1d993bf23a760a9c6427bf1f2a6ff8891bfb127cb02	design-discussion	DISCOVERED
G3-0150	6122	15. Musculoskeletal system	c7fc0b5bfcca4e13b71479c0fe17e9ebaae5692a819be323451894a95a31fd77	design-discussion	DISCOVERED
G3-0151	6182	16. Muscles	652c8f1427aa8ad7f15fd344b7854e9422a041bb78fc2ac41adfa80ee80ed6a2	design-discussion	DISCOVERED
